market,ticker,month,currency,priceReturn,totalReturn,fxReturn,benchmarkId,isProxy,proxyTicker,dataStatus
KR,005930,2016-07-31,KRW,0.005800,0.005800,0.000000,KOSPI200,false,,fixture
KR,005930,2016-08-31,KRW,0.005800,0.005800,0.000000,KOSPI200,false,,fixture
KR,005930,2016-09-30,KRW,0.005800,0.007800,0.000000,KOSPI200,false,,fixture
KR,005930,2016-10-31,KRW,0.005800,0.005800,0.000000,KOSPI200,false,,fixture
KR,005930,2016-11-30,KRW,0.005800,0.005800,0.000000,KOSPI200,false,,fixture
KR,005930,2016-12-31,KRW,0.005800,0.007800,0.000000,KOSPI200,false,,fixture
KR,005930,2017-01-31,KRW,0.005800,0.005800,0.000000,KOSPI200,false,,fixture
KR,005930,2017-02-28,KRW,0.005800,0.005800,0.000000,KOSPI200,false,,fixture
KR,005930,2017-03-31,KRW,0.005800,0.007800,0.000000,KOSPI200,false,,fixture
KR,005930,2017-04-30,KRW,0.005800,0.005800,0.000000,KOSPI200,false,,fixture
KR,005930,2017-05-31,KRW,0.005800,0.005800,0.000000,KOSPI200,false,,fixture
KR,005930,2017-06-30,KRW,0.005800,0.007800,0.000000,KOSPI200,false,,fixture
KR,005930,2017-07-31,KRW,0.005800,0.005800,0.000000,KOSPI200,false,,fixture
KR,005930,2017-08-31,KRW,0.005800,0.005800,0.000000,KOSPI200,false,,fixture
KR,005930,2017-09-30,KRW,0.005800,0.007800,0.000000,KOSPI200,false,,fixture
KR,005930,2017-10-31,KRW,0.005800,0.005800,0.000000,KOSPI200,false,,fixture
KR,005930,2017-11-30,KRW,0.005800,0.005800,0.000000,KOSPI200,false,,fixture
KR,005930,2017-12-31,KRW,0.005800,0.007800,0.000000,KOSPI200,false,,fixture
KR,005930,2018-01-31,KRW,0.005800,0.005800,0.000000,KOSPI200,false,,fixture
KR,005930,2018-02-28,KRW,0.005800,0.005800,0.000000,KOSPI200,false,,fixture
KR,005930,2018-03-31,KRW,0.005800,0.007800,0.000000,KOSPI200,false,,fixture
KR,005930,2018-04-30,KRW,0.005800,0.005800,0.000000,KOSPI200,false,,fixture
KR,005930,2018-05-31,KRW,0.005800,0.005800,0.000000,KOSPI200,false,,fixture
KR,005930,2018-06-30,KRW,0.005800,0.007800,0.000000,KOSPI200,false,,fixture
KR,005930,2018-07-31,KRW,0.005800,0.005800,0.000000,KOSPI200,false,,fixture
KR,005930,2018-08-31,KRW,0.005800,0.005800,0.000000,KOSPI200,false,,fixture
KR,005930,2018-09-30,KRW,0.005800,0.007800,0.000000,KOSPI200,false,,fixture
KR,005930,2018-10-31,KRW,0.005800,0.005800,0.000000,KOSPI200,false,,fixture
KR,005930,2018-11-30,KRW,0.005800,0.005800,0.000000,KOSPI200,false,,fixture
KR,005930,2018-12-31,KRW,0.005800,0.007800,0.000000,KOSPI200,false,,fixture
KR,005930,2019-01-31,KRW,0.005800,0.005800,0.000000,KOSPI200,false,,fixture
KR,005930,2019-02-28,KRW,0.005800,0.005800,0.000000,KOSPI200,false,,fixture
KR,005930,2019-03-31,KRW,0.005800,0.007800,0.000000,KOSPI200,false,,fixture
KR,005930,2019-04-30,KRW,0.005800,0.005800,0.000000,KOSPI200,false,,fixture
KR,005930,2019-05-31,KRW,0.005800,0.005800,0.000000,KOSPI200,false,,fixture
KR,005930,2019-06-30,KRW,0.005800,0.007800,0.000000,KOSPI200,false,,fixture
KR,005930,2019-07-31,KRW,0.005800,0.005800,0.000000,KOSPI200,false,,fixture
KR,005930,2019-08-31,KRW,0.005800,0.005800,0.000000,KOSPI200,false,,fixture
KR,005930,2019-09-30,KRW,0.005800,0.007800,0.000000,KOSPI200,false,,fixture
KR,005930,2019-10-31,KRW,0.005800,0.005800,0.000000,KOSPI200,false,,fixture
KR,005930,2019-11-30,KRW,0.005800,0.005800,0.000000,KOSPI200,false,,fixture
KR,005930,2019-12-31,KRW,-0.084200,-0.082200,0.000000,KOSPI200,false,,fixture
KR,005930,2020-01-31,KRW,-0.114200,-0.114200,0.000000,KOSPI200,false,,fixture
KR,005930,2020-02-29,KRW,-0.144200,-0.144200,0.000000,KOSPI200,false,,fixture
KR,005930,2020-03-31,KRW,0.065800,0.067800,0.000000,KOSPI200,false,,fixture
KR,005930,2020-04-30,KRW,0.055800,0.055800,0.000000,KOSPI200,false,,fixture
KR,005930,2020-05-31,KRW,0.045800,0.045800,0.000000,KOSPI200,false,,fixture
KR,005930,2020-06-30,KRW,0.035800,0.037800,0.000000,KOSPI200,false,,fixture
KR,005930,2020-07-31,KRW,0.030800,0.030800,0.000000,KOSPI200,false,,fixture
KR,005930,2020-08-31,KRW,0.025800,0.025800,0.000000,KOSPI200,false,,fixture
KR,005930,2020-09-30,KRW,0.023800,0.025800,0.000000,KOSPI200,false,,fixture
KR,005930,2020-10-31,KRW,0.005800,0.005800,0.000000,KOSPI200,false,,fixture
KR,005930,2020-11-30,KRW,0.005800,0.005800,0.000000,KOSPI200,false,,fixture
KR,005930,2020-12-31,KRW,0.005800,0.007800,0.000000,KOSPI200,false,,fixture
KR,005930,2021-01-31,KRW,0.005800,0.005800,0.000000,KOSPI200,false,,fixture
KR,005930,2021-02-28,KRW,0.005800,0.005800,0.000000,KOSPI200,false,,fixture
KR,005930,2021-03-31,KRW,0.005800,0.007800,0.000000,KOSPI200,false,,fixture
KR,005930,2021-04-30,KRW,0.005800,0.005800,0.000000,KOSPI200,false,,fixture
KR,005930,2021-05-31,KRW,0.005800,0.005800,0.000000,KOSPI200,false,,fixture
KR,005930,2021-06-30,KRW,0.005800,0.007800,0.000000,KOSPI200,false,,fixture
KR,005930,2021-07-31,KRW,0.005800,0.005800,0.000000,KOSPI200,false,,fixture
KR,005930,2021-08-31,KRW,0.005800,0.005800,0.000000,KOSPI200,false,,fixture
KR,005930,2021-09-30,KRW,0.005800,0.007800,0.000000,KOSPI200,false,,fixture
KR,005930,2021-10-31,KRW,0.005800,0.005800,0.000000,KOSPI200,false,,fixture
KR,005930,2021-11-30,KRW,0.005800,0.005800,0.000000,KOSPI200,false,,fixture
KR,005930,2021-12-31,KRW,0.005800,0.007800,0.000000,KOSPI200,false,,fixture
KR,005930,2022-01-31,KRW,0.005800,0.005800,0.000000,KOSPI200,false,,fixture
KR,005930,2022-02-28,KRW,0.005800,0.005800,0.000000,KOSPI200,false,,fixture
KR,005930,2022-03-31,KRW,0.005800,0.007800,0.000000,KOSPI200,false,,fixture
KR,005930,2022-04-30,KRW,0.005800,0.005800,0.000000,KOSPI200,false,,fixture
KR,005930,2022-05-31,KRW,0.005800,0.005800,0.000000,KOSPI200,false,,fixture
KR,005930,2022-06-30,KRW,0.005800,0.007800,0.000000,KOSPI200,false,,fixture
KR,005930,2022-07-31,KRW,0.005800,0.005800,0.000000,KOSPI200,false,,fixture
KR,005930,2022-08-31,KRW,0.005800,0.005800,0.000000,KOSPI200,false,,fixture
KR,005930,2022-09-30,KRW,0.005800,0.007800,0.000000,KOSPI200,false,,fixture
KR,005930,2022-10-31,KRW,0.005800,0.005800,0.000000,KOSPI200,false,,fixture
KR,005930,2022-11-30,KRW,0.005800,0.005800,0.000000,KOSPI200,false,,fixture
KR,005930,2022-12-31,KRW,0.005800,0.007800,0.000000,KOSPI200,false,,fixture
KR,005930,2023-01-31,KRW,0.005800,0.005800,0.000000,KOSPI200,false,,fixture
KR,005930,2023-02-28,KRW,-0.054200,-0.054200,0.000000,KOSPI200,false,,fixture
KR,005930,2023-03-31,KRW,0.055800,0.057800,0.000000,KOSPI200,false,,fixture
KR,005930,2023-04-30,KRW,0.005800,0.005800,0.000000,KOSPI200,false,,fixture
KR,005930,2023-05-31,KRW,0.005800,0.005800,0.000000,KOSPI200,false,,fixture
KR,005930,2023-06-30,KRW,0.005800,0.007800,0.000000,KOSPI200,false,,fixture
KR,005930,2023-07-31,KRW,0.005800,0.005800,0.000000,KOSPI200,false,,fixture
KR,005930,2023-08-31,KRW,0.005800,0.005800,0.000000,KOSPI200,false,,fixture
KR,005930,2023-09-30,KRW,0.005800,0.007800,0.000000,KOSPI200,false,,fixture
KR,005930,2023-10-31,KRW,0.005800,0.005800,0.000000,KOSPI200,false,,fixture
KR,005930,2023-11-30,KRW,0.005800,0.005800,0.000000,KOSPI200,false,,fixture
KR,005930,2023-12-31,KRW,0.005800,0.007800,0.000000,KOSPI200,false,,fixture
KR,005930,2024-01-31,KRW,0.005800,0.005800,0.000000,KOSPI200,false,,fixture
KR,005930,2024-02-29,KRW,0.005800,0.005800,0.000000,KOSPI200,false,,fixture
KR,005930,2024-03-31,KRW,0.005800,0.007800,0.000000,KOSPI200,false,,fixture
KR,005930,2024-04-30,KRW,0.005800,0.005800,0.000000,KOSPI200,false,,fixture
KR,005930,2024-05-31,KRW,0.005800,0.005800,0.000000,KOSPI200,false,,fixture
KR,005930,2024-06-30,KRW,0.005800,0.007800,0.000000,KOSPI200,false,,fixture
KR,005930,2024-07-31,KRW,0.005800,0.005800,0.000000,KOSPI200,false,,fixture
KR,005930,2024-08-31,KRW,0.005800,0.005800,0.000000,KOSPI200,false,,fixture
KR,005930,2024-09-30,KRW,0.005800,0.007800,0.000000,KOSPI200,false,,fixture
KR,005930,2024-10-31,KRW,0.005800,0.005800,0.000000,KOSPI200,false,,fixture
KR,005930,2024-11-30,KRW,0.005800,0.005800,0.000000,KOSPI200,false,,fixture
KR,005930,2024-12-31,KRW,0.005800,0.007800,0.000000,KOSPI200,false,,fixture
KR,005930,2025-01-31,KRW,0.005800,0.005800,0.000000,KOSPI200,false,,fixture
KR,005930,2025-02-28,KRW,0.005800,0.005800,0.000000,KOSPI200,false,,fixture
KR,005930,2025-03-31,KRW,0.005800,0.007800,0.000000,KOSPI200,false,,fixture
KR,005930,2025-04-30,KRW,0.005800,0.005800,0.000000,KOSPI200,false,,fixture
KR,005930,2025-05-31,KRW,0.005800,0.005800,0.000000,KOSPI200,false,,fixture
KR,005930,2025-06-30,KRW,0.005800,0.007800,0.000000,KOSPI200,false,,fixture
KR,005930,2025-07-31,KRW,0.005800,0.005800,0.000000,KOSPI200,false,,fixture
KR,005930,2025-08-31,KRW,0.005800,0.005800,0.000000,KOSPI200,false,,fixture
KR,005930,2025-09-30,KRW,0.005800,0.007800,0.000000,KOSPI200,false,,fixture
KR,005930,2025-10-31,KRW,0.005800,0.005800,0.000000,KOSPI200,false,,fixture
KR,005930,2025-11-30,KRW,0.005800,0.005800,0.000000,KOSPI200,false,,fixture
KR,005930,2025-12-31,KRW,0.005800,0.007800,0.000000,KOSPI200,false,,fixture
KR,005930,2026-01-31,KRW,0.005800,0.005800,0.000000,KOSPI200,false,,fixture
KR,005930,2026-02-28,KRW,0.005800,0.005800,0.000000,KOSPI200,false,,fixture
